Order ID,Customer ID,Order Date,Product ID,Quantity,Unit Price,Total Amount,Payment Method,Order Status
1,e32d8b08-4c47-4641-a7a5-1fd59dbf0e94,2023-01-28 07:33:10,15d83da5-0ba1-4dd1-896b-eb169845eb7c,2,35.39356933885527,70.78713867771054,Credit Card,Shipped
2,cdded0ee-b676-4fea-993b-90aa9e93678d,2022-10-18 09:51:38,a8629463-3d3c-4f48-810a-5a6113f949cb,5,10.55000128357955,52.750006417897744,Cash,Pending
3,335d9d30-9073-4329-908e-4c7b63fa2923,2023-04-12 18:29:21,1ce30ba0-63f1-4721-aa4b-890ebbaccaa0,4,61.094058987468074,244.3762359498723,Cash,Delivered
4,1fc36732-b9fa-4432-b2c6-df869dc9ea07,2023-07-24 11:46:43,77b478b1-a4ec-44b6-99c7-58c82694fe08,1,45.83791259205847,45.83791259205847,Credit Card,Shipped
5,6b25adca-986f-42b1-b9a0-2cdef9851661,2022-09-18 17:42:30,7613eaf9-7d43-4f27-8c9b-72c870e111e2,5,36.34328819145823,181.71644095729113,Credit Card,Delivered
6,9b7ed981-f399-4809-9804-2d5307998690,2022-09-23 11:23:29,181851dc-213d-49fa-879e-791852ffb5fd,4,78.13404655124751,312.53618620499003,Cash,Pending
7,da0de146-1371-406e-8d86-0ab1afb81837,2022-10-19 08:43:53,b5ced3f2-d1e2-4567-9b53-0caef6ff06c5,3,62.1415556095497,186.4246668286491,PayPal,Delivered
8,8fdd940f-6ca5-4ef7-83eb-fa76890ee294,2022-09-02 02:04:44,f858ee11-f59a-47b3-b0e3-d76e359b7ec4,5,72.33516539858448,361.6758269929224,Credit Card,Delivered
9,cd4a81e2-189c-4adf-bad8-6368fe620ffc,2022-08-01 20:41:28,b05fdd25-bbdc-4027-8155-3f0c9f703d7f,3,19.530306636816412,58.59091991044924,Credit Card,Shipped
10,9b7ed981-f399-4809-9804-2d5307998690,2023-06-20 17:59:30,2c188e18-f04d-4be7-bb07-70980eee5e98,1,98.2604453880411,98.2604453880411,PayPal,Pending
11,e3f8f468-cf2f-41da-b53b-96bfddbde7d3,2022-10-21 16:51:48,40c7591f-3fc3-42f3-922c-d23bc9ac9c10,3,73.10744074880138,219.32232224640416,PayPal,Pending
12,cd4a81e2-189c-4adf-bad8-6368fe620ffc,2023-02-25 12:11:48,44ed7ed0-3341-451f-91f8-2fe4daa0f969,1,73.86547412968432,73.86547412968432,Cash,Pending
13,761e1e15-0306-49b7-90a5-fd5a864bce56,2023-07-08 03:05:05,9bb10e94-98b5-4738-9cbf-c95b03c7323c,3,40.782997516523,122.34899254956899,PayPal,Shipped
14,1fc36732-b9fa-4432-b2c6-df869dc9ea07,2022-09-03 18:40:03,933f9dee-3f27-42fc-9a8a-da7f901e5a2f,1,38.86558294803412,38.86558294803412,PayPal,Shipped
15,6c451b57-3dba-4ee9-8cc1-9b237cd44e1d,2023-05-31 21:55:55,7eeebad2-f740-42f2-aad9-11e0f3dea85a,2,83.59035953401444,167.18071906802888,Credit Card,Shipped
16,e3f8f468-cf2f-41da-b53b-96bfddbde7d3,2022-12-10 23:54:36,796cb67a-bf8f-4de8-b3e0-4e2d9261c79c,4,45.68840343099133,182.75361372396532,PayPal,Pending
17,a7b0afd7-5c2c-43c4-ab33-85772cda7c90,2022-11-13 15:33:36,86484497-7c46-41a8-b62c-6495b3f91f5f,4,14.103875804026362,56.41550321610545,Cash,Shipped
18,cf92c692-d447-4bff-8b87-0b9fc8fc42e4,2023-05-03 23:51:39,2b22df0d-0982-4717-b1e3-eb74bb64cd6c,4,24.138978903274847,96.55591561309939,Cash,Delivered
19,c2f4ef5d-f1e7-479c-9c51-b68b21dece27,2022-09-09 17:05:25,83e99146-06aa-4437-b356-7497e207b7ef,1,33.39519613304424,33.39519613304424,PayPal,Shipped
20,12ff8450-5451-4127-81c2-4e46bc5bb1d1,2022-10-08 03:56:39,a5c4c406-8fec-48e4-8a05-e0dbffdc5e7c,2,24.61573392699905,49.2314678539981,Cash,Pending
21,e09e7565-0252-4288-b254-a0bd9b3b1d7c,2022-12-02 10:59:26,04a4efbb-020f-49e1-aa52-b88a0e9a4ee4,5,90.09844401168651,450.49222005843257,Credit Card,Pending
22,57b1d9ee-df8e-4823-b8c1-38d339619a5a,2023-02-01 03:04:43,c85c8be0-57d8-4caf-b305-a4e5fa4e067d,5,97.87349782859403,489.36748914297016,PayPal,Delivered
23,c1e9afcd-6ed4-4e83-8ceb-bc72ef19967e,2022-10-14 10:50:34,3451b6d4-ceb9-49ed-b38a-297271f5143b,1,77.75673303007034,77.75673303007034,Credit Card,Shipped
24,53b024f0-ccfe-414c-934c-dfd8c9dd985f,2023-06-03 06:37:42,0029d5e5-2028-4f37-9ec6-9ce24afb9d47,3,69.20145766873742,207.60437300621226,Cash,Delivered
25,1665f2c3-a895-4b9c-8692-24c1a575f8ed,2022-10-23 18:54:08,40759cda-2a97-4920-928b-539b333e8d14,5,56.21837069787314,281.0918534893657,PayPal,Shipped
26,14ce9cb8-cb11-4843-bd79-eb50843a517f,2022-12-15 09:11:43,4c3659e1-ce7c-47b1-8fd0-952ad59c3160,1,51.20996318809915,51.20996318809915,Credit Card,Pending
27,14ce9cb8-cb11-4843-bd79-eb50843a517f,2023-06-23 19:47:55,87e626b6-4219-4184-a9b1-6896dda862e5,3,30.978220948417114,92.93466284525134,Credit Card,Delivered
28,9f1a5d2e-b744-4a01-905d-2a6fd17f6c7a,2022-10-04 20:30:06,6ef63b9b-e047-4a4d-9f87-ff8a438ca7cb,3,81.25967905568288,243.77903716704864,Credit Card,Shipped
29,cd4a81e2-189c-4adf-bad8-6368fe620ffc,2022-08-06 19:55:40,c2c7bd5d-0d1c-499c-bdad-4140a9941d40,1,29.95164831393105,29.95164831393105,Credit Card,Shipped
30,6b25adca-986f-42b1-b9a0-2cdef9851661,2022-07-29 16:57:45,3fc75e27-53a7-4e6a-859f-551ed0c8edd8,5,71.56774347075233,357.8387173537617,Credit Card,Pending
31,d1db541f-6573-4202-b4e6-621785911d29,2023-02-23 01:27:14,8be23fc4-bda4-42f7-90a2-28917896d93a,3,84.75793879814094,254.27381639442282,Cash,Shipped
32,1fc36732-b9fa-4432-b2c6-df869dc9ea07,2023-03-01 11:09:21,f0da4aa8-e417-4638-ab24-053590f07851,5,72.75776329376461,363.78881646882303,PayPal,Delivered
33,93301d4f-13ce-4838-899f-254f4cb641f6,2022-08-31 18:27:51,1bd3b716-5990-4ec6-80c8-be318d27cab0,2,98.32666111284868,196.65332222569737,PayPal,Pending
34,1fc36732-b9fa-4432-b2c6-df869dc9ea07,2022-09-28 12:47:37,000d034a-ac42-4450-8a37-f04a520c17bc,5,88.16215408735766,440.8107704367883,Credit Card,Pending
35,ba9bd457-16e3-4def-888b-502499022571,2023-04-17 04:03:39,3347174c-db09-4a64-a502-4b13f6f2d481,5,82.81595514493193,414.07977572465967,Credit Card,Pending
36,53b024f0-ccfe-414c-934c-dfd8c9dd985f,2023-05-20 08:56:03,c1bba2c3-e68d-4d98-9449-75de3aef11b6,1,36.31148782662747,36.31148782662747,PayPal,Shipped
37,bb9234b8-3827-47fb-8901-8deee49f55ed,2023-07-22 14:46:02,1197b640-8397-42f4-a790-075c6bb5b2e5,2,52.16982191284542,104.33964382569084,PayPal,Shipped
38,e32d8b08-4c47-4641-a7a5-1fd59dbf0e94,2023-03-22 05:31:42,700144e2-a551-4d51-b01a-fca827b3efdf,5,30.581969724778226,152.90984862389112,PayPal,Shipped
39,90ab4fde-068f-44c6-a755-91011a419ed8,2022-11-29 23:34:02,eb841387-b9fc-40fd-b425-5120762bdc3b,5,38.09289065983465,190.46445329917327,Cash,Shipped
40,d77055e1-90e7-453a-9979-62dc1943ed6a,2022-11-25 10:08:20,8e30eb29-ddf9-4a8a-b555-3b68e8d3f891,2,32.95161817016812,65.90323634033624,PayPal,Delivered
41,0fc3ce41-46e2-49ad-bc72-ae017be1633b,2023-02-23 21:15:51,d8d0f1e0-c0fe-4899-bcc4-6c4e1214918b,5,41.47950678078799,207.39753390393997,Cash,Delivered
42,65c17330-cc23-4b2c-a619-89fc847defce,2022-08-22 16:07:02,de6bff30-086c-4933-b644-1c68eaf3353b,2,58.2377092493231,116.4754184986462,Credit Card,Pending
43,90ab4fde-068f-44c6-a755-91011a419ed8,2023-06-23 04:15:19,876dc0ec-f752-4a3a-b92d-ddff7dc4d5e1,2,61.776849397461305,123.55369879492261,PayPal,Shipped
44,c67d4b65-0e21-47cf-b954-8ad06fe3a9b4,2023-03-14 07:13:57,dd58c7f1-dbc0-42c4-abcb-b7b21b72d181,4,62.33828691469109,249.35314765876436,PayPal,Delivered
45,87c7a222-e48e-4f58-b42f-020e1bcc2a26,2022-10-08 18:17:35,4ab962f9-3cb7-49c5-b490-9af1c2fa850f,2,40.32801591690355,80.6560318338071,Credit Card,Shipped
46,40ff64fb-370d-46b0-a335-c52b49af0ef1,2022-12-19 21:10:11,6693abc1-03ea-4fc1-ac7c-7b421f40b93e,3,52.80612256849803,158.4183677054941,PayPal,Shipped
47,c1e9afcd-6ed4-4e83-8ceb-bc72ef19967e,2023-01-02 09:59:34,e2cf4d40-966c-43a3-aad8-068201c6b0b3,4,42.07681190995144,168.30724763980575,Credit Card,Delivered
48,14ce9cb8-cb11-4843-bd79-eb50843a517f,2023-03-14 10:21:41,ff7ce088-2f66-481c-8893-3a72ed0ec2e2,5,11.066369282772829,55.33184641386414,PayPal,Delivered
49,942b2c0d-47ac-474f-8457-01d0f5a9ca96,2022-08-06 23:32:38,fee4b411-5bc9-4a2b-83cf-aba67b204948,2,56.99397465374943,113.98794930749887,Credit Card,Delivered
50,1fc36732-b9fa-4432-b2c6-df869dc9ea07,2023-06-23 07:48:41,4a39c2c8-895c-4428-8abe-ef3b9fce8226,3,92.08307920531743,276.2492376159523,Cash,Shipped
51,c67d4b65-0e21-47cf-b954-8ad06fe3a9b4,2023-07-02 14:27:48,63014ba4-2e4e-4b70-be6c-b4b521d55135,3,73.61418895886946,220.84256687660837,Credit Card,Delivered
52,a455cf42-b585-4b5f-b3d2-6a7c9b23b34f,2022-12-04 06:13:37,3d05d8b7-d808-4f9d-adf5-d602fb7c18a3,4,10.809139745189624,43.236558980758495,Cash,Shipped
53,2319f404-d54f-4d86-ba48-937185ec5911,2022-07-28 16:00:50,20c79dcf-27a0-4593-bb3d-1946fffdb053,1,63.80518874510398,63.80518874510398,PayPal,Pending
54,da0de146-1371-406e-8d86-0ab1afb81837,2022-09-25 05:35:33,974ef761-ce72-4c20-989b-42cb04625586,5,59.85669665416383,299.28348327081915,Cash,Delivered
55,6b25adca-986f-42b1-b9a0-2cdef9851661,2023-07-22 13:30:43,5c465f82-eb63-49c3-a676-6e387c183ed8,5,44.322087036418196,221.61043518209098,Credit Card,Delivered
56,c336f700-e2f8-44ce-a19c-fa6d568813b5,2023-07-06 01:59:58,3c600f4c-02f8-413b-834b-8e5ca83e00e5,4,13.324056420299216,53.296225681196866,Credit Card,Pending
57,ba9bd457-16e3-4def-888b-502499022571,2022-10-19 00:21:33,894e52e2-e88c-4d1a-97f8-52dc48cb1205,5,29.545853775834118,147.7292688791706,Credit Card,Delivered
58,3119792e-fdee-46b9-b395-033231ddae4a,2022-11-04 22:56:26,ed004850-1e87-4ba0-b54c-6f0e940f5b0e,2,64.09024672789239,128.18049345578478,PayPal,Delivered
59,f641ccc2-0844-451f-8cae-3b38f17abce0,2023-01-13 09:49:35,b2277a1f-9daf-4cd2-b4e8-1c528725c45a,1,79.51050522298117,79.51050522298117,Cash,Delivered
60,cd4a81e2-189c-4adf-bad8-6368fe620ffc,2022-11-28 08:38:02,b9aeb9e9-2674-4a35-9bc0-43eb53d4b94a,4,55.17061342766299,220.68245371065197,PayPal,Pending
61,1665f2c3-a895-4b9c-8692-24c1a575f8ed,2023-01-17 17:08:03,07a8e34e-3d28-4597-9c9d-ef98515b16a9,4,43.93773605717812,175.75094422871248,Credit Card,Shipped
62,1fc36732-b9fa-4432-b2c6-df869dc9ea07,2022-12-22 11:23:35,a9df02c5-6d91-4bb3-b23e-e4a8cdd05223,5,10.025431171674128,50.12715585837064,Credit Card,Delivered
63,87c7a222-e48e-4f58-b42f-020e1bcc2a26,2023-04-21 08:22:40,ab7f47c7-88e7-4153-9798-9366353e8bcd,1,65.88090699396615,65.88090699396615,PayPal,Delivered
64,2576723f-f570-4ca4-a0af-4514d5a0aeaf,2023-06-15 23:55:39,55b47f35-de73-4904-bdd7-746a577dce18,2,78.9499148522949,157.8998297045898,PayPal,Pending
65,2319f404-d54f-4d86-ba48-937185ec5911,2023-04-25 10:23:40,d554360b-eb41-4cbf-ae00-2350ca13ee31,5,89.9343311372189,449.67165568609454,Cash,Delivered
66,9f1a5d2e-b744-4a01-905d-2a6fd17f6c7a,2022-08-05 08:39:45,630d815d-a442-44f7-94f4-1df22991ce74,2,15.28412136485544,30.56824272971088,Cash,Pending
67,e32d8b08-4c47-4641-a7a5-1fd59dbf0e94,2023-02-06 14:39:36,4213dfd0-23fa-4362-818d-fe60dc08d052,3,14.59957951531277,43.79873854593831,PayPal,Shipped
68,65c17330-cc23-4b2c-a619-89fc847defce,2023-03-11 01:41:54,13e1f252-5eb0-47c8-9edb-c91f7a342353,5,67.75140673833056,338.7570336916528,PayPal,Pending
69,e09e7565-0252-4288-b254-a0bd9b3b1d7c,2022-09-06 11:30:50,e63cb167-4b25-4277-813d-411473717b7a,1,89.01998946055649,89.01998946055649,PayPal,Pending
70,cd4a81e2-189c-4adf-bad8-6368fe620ffc,2022-12-07 05:06:11,a54302d3-7fe0-470e-a5b4-571ff2bd2161,1,96.72396081811488,96.72396081811488,Credit Card,Delivered
71,c1e9afcd-6ed4-4e83-8ceb-bc72ef19967e,2023-06-09 12:07:02,b84a9d92-aeec-439f-bf85-f81bafafc18f,4,23.37440460313465,93.4976184125386,PayPal,Pending
72,899eb3ff-58a2-4aa6-8469-072a6fc1b281,2023-04-05 16:46:08,f9993871-64f2-499e-adf3-5cf4028a225f,2,10.501995549938991,21.003991099877982,PayPal,Shipped
73,cf188ea6-8ec3-4898-8599-7137498e87df,2023-07-08 23:40:02,010e26d2-11be-41ca-bc4f-f57aee6b75f4,2,54.234191091232205,108.46838218246441,Cash,Pending
74,e3f8f468-cf2f-41da-b53b-96bfddbde7d3,2023-04-25 03:28:25,f83077a7-4fcc-4325-a0eb-9af21003149b,5,54.93669061693483,274.68345308467417,Credit Card,Shipped
75,e09e7565-0252-4288-b254-a0bd9b3b1d7c,2023-04-03 12:16:32,b8ecc225-f5f1-42c0-b507-feca82994f12,4,80.15235480468094,320.60941921872376,Cash,Pending
76,1fc36732-b9fa-4432-b2c6-df869dc9ea07,2022-10-01 21:21:03,8872ebef-6b50-4ea4-be41-1d473bcb90c9,5,70.1655626166563,350.8278130832815,Credit Card,Delivered
77,1228328c-b31d-4079-b872-86d91b118616,2023-01-14 11:45:39,0219ce25-d7b1-4bea-9b85-2529bc0febff,2,83.80296208647701,167.60592417295402,Cash,Pending
78,6d0dc9da-be53-48ba-958c-5c831ef5a702,2023-03-27 20:45:23,4cb9c064-c35a-4dda-8455-0b42f77af214,3,40.22647920743799,120.67943762231397,Cash,Delivered
79,cdded0ee-b676-4fea-993b-90aa9e93678d,2023-03-01 19:42:16,d89a26a2-4330-4efb-8b43-0f001f16622c,5,84.60661487180641,423.03307435903207,Cash,Shipped
80,7e13af72-77a3-4f67-8084-6fe6312b6b38,2023-02-04 11:32:17,3fef5dbd-3e5e-48d8-80d8-391d2bd98375,3,34.00545408551286,102.01636225653857,Cash,Delivered
81,e32d8b08-4c47-4641-a7a5-1fd59dbf0e94,2023-05-11 16:36:46,2842239e-fe59-4d96-80e9-d118b3ef2aef,2,33.31992369957612,66.63984739915225,Cash,Shipped
82,79fb40c4-b9cd-460a-81e0-f9539d9070dd,2023-02-13 22:46:07,57a776a1-c838-4d5f-840f-241ad1308109,3,82.95406299566717,248.8621889870015,Credit Card,Delivered
83,37001a18-9d1f-44d3-b488-44cf94d32d6c,2022-08-14 12:30:14,1706908d-06df-41ce-b774-812a228b906d,3,16.304993602642604,48.91498080792781,PayPal,Delivered
84,adcafe1d-dd8d-433f-98b3-3c4daf41cc1a,2023-05-31 10:35:41,f90f5ada-5935-4fa7-b61c-9954203be394,3,63.98244368490893,191.9473310547268,Cash,Pending
85,e32d8b08-4c47-4641-a7a5-1fd59dbf0e94,2023-05-14 04:04:08,5c13dfdb-fa47-4348-91b9-aedbf07f5f4d,3,42.58723881116685,127.76171643350054,Cash,Delivered
86,db057c0a-5cfb-4555-b99a-6b754d087b24,2023-05-02 19:15:33,20ee60f8-232c-44fc-8a5e-f26bf70ec2bd,4,21.123714547425227,84.4948581897009,Cash,Delivered
87,f4b9249c-5034-4902-9386-fa4b03ba3936,2022-11-09 04:32:52,adb08f6f-2ded-4960-a8c3-6a49d111e84d,3,86.55844604440996,259.6753381332299,Credit Card,Delivered
88,da0de146-1371-406e-8d86-0ab1afb81837,2022-08-13 22:04:59,83cbb5fa-d5a8-4d3a-8f76-fe446dcd812a,5,93.09380536233823,465.46902681169115,Credit Card,Delivered
89,d1db541f-6573-4202-b4e6-621785911d29,2023-03-13 17:11:14,55e1c391-1daa-4170-af18-5e172b17b94e,3,65.6965776956934,197.08973308708022,Cash,Delivered
90,3119792e-fdee-46b9-b395-033231ddae4a,2022-11-03 18:16:30,3ca2da4c-d84f-4ed0-acf1-34f9181be32d,3,61.308125679875744,183.92437703962725,PayPal,Shipped
91,e93860e5-acd3-4fb8-91e0-8fd1de82772c,2023-05-02 17:20:40,dbd25384-a267-44b6-87f7-e91d9f92d384,5,47.960370077826745,239.80185038913373,Cash,Pending
92,bb9234b8-3827-47fb-8901-8deee49f55ed,2023-07-24 08:44:56,9d406fa7-9f37-4a91-a7ed-a660c7d07008,3,46.51266136520668,139.53798409562006,Cash,Shipped
93,aff41c31-1f89-4aa4-95a2-eda6155617e7,2023-04-03 05:11:46,e382f27f-553c-486a-b1e8-592ff6650474,4,96.03129272093818,384.12517088375273,Credit Card,Delivered
94,761e1e15-0306-49b7-90a5-fd5a864bce56,2022-08-25 12:13:59,58e78df1-cb07-41a6-9887-1ca35056dd34,4,10.627928937305509,42.511715749222034,Cash,Shipped
95,63a8703c-8218-46a9-8927-c9f771493816,2022-09-14 16:48:30,a1592e72-f2ca-4e80-9ea2-a2c58689c2ea,1,91.20776623333194,91.20776623333194,Cash,Shipped
96,57b1d9ee-df8e-4823-b8c1-38d339619a5a,2022-08-07 19:18:09,5f730c4f-65cd-4f98-9a06-6f02a260fac5,5,76.5586407621994,382.793203810997,PayPal,Pending
97,906f61e9-d085-40f8-9a96-abdf271b6b31,2023-01-04 07:56:54,ee49e9e8-9027-436b-8d25-c5ce95ad9e85,4,83.20269116123566,332.81076464494265,Credit Card,Delivered
98,841a7a56-17b6-4e87-b236-17c59544342a,2022-12-01 06:11:23,ba1c29a2-f972-4b69-872a-58e9e1d7eafb,3,45.625871872907446,136.87761561872233,Credit Card,Delivered
99,954ea3b7-5bde-46b3-ae9e-701cd80462da,2023-01-05 08:50:11,c4427d72-bb95-4fc1-bf0d-ab786ec4d51a,5,46.58719922572256,232.93599612861277,Cash,Shipped
100,cfbdd92a-010c-4505-8db0-cfa20a436ee9,2022-08-30 13:31:31,22a91db9-85a4-4beb-85de-f1d67a8d8a6b,2,88.7705006534956,177.5410013069912,PayPal,Shipped
101,e30a5b91-3040-4f71-9107-6a676b71c52a,2022-09-05 07:30:10,50faff63-799f-4bf5-9993-5c219c5078c1,5,69.61172187555857,348.0586093777929,Credit Card,Shipped
102,c336f700-e2f8-44ce-a19c-fa6d568813b5,2022-08-31 12:53:49,6c9bd8ea-eaca-4482-8907-582003a1bb3b,3,79.76718711243913,239.3015613373174,PayPal,Pending
103,12878401-2e29-4d23-bb3e-afccc3eb108f,2023-01-12 07:55:26,f020a0eb-53be-4a88-92be-ce92b099ec52,4,79.25609201389835,317.0243680555934,Credit Card,Delivered
104,40e4d79f-c0fd-47e9-b420-1d91201f3de0,2023-03-31 07:33:59,0a1e7e09-a73b-4c30-ae74-31c29a3c4e39,2,53.42503796025831,106.85007592051662,Cash,Shipped
105,a455cf42-b585-4b5f-b3d2-6a7c9b23b34f,2023-06-14 02:30:42,e441cef8-5a29-4b7b-b252-cc7279c8b8e9,1,31.891329663334076,31.891329663334076,PayPal,Delivered
106,a7b0afd7-5c2c-43c4-ab33-85772cda7c90,2022-11-07 21:24:18,91b1701f-87a5-40dc-ac51-8005833b852b,1,59.93123658099661,59.93123658099661,Cash,Shipped
107,f7943930-950e-414c-85b1-b747130cfecb,2023-07-09 03:59:35,e5a8501e-8ef2-4a67-828c-ec62d3023a37,2,57.639190206620015,115.27838041324003,PayPal,Delivered
108,a455cf42-b585-4b5f-b3d2-6a7c9b23b34f,2022-08-22 23:35:10,5793b249-fce8-4e48-868f-9832bf671eba,5,38.44709815987578,192.2354907993789,Credit Card,Pending
109,b35fc1c1-70db-4f17-8001-664037b304ca,2022-12-31 08:23:50,2efa89b5-160e-4d31-b0db-b55750eed844,3,95.56981440921655,286.7094432276497,PayPal,Pending
110,a1424536-8052-4c9e-be7e-5cad765ec6ca,2022-09-04 21:36:50,8dcfc93c-b3ef-4106-a7e8-944655ae9bdd,3,59.212607986019215,177.63782395805765,PayPal,Delivered
111,da0de146-1371-406e-8d86-0ab1afb81837,2022-09-16 21:50:12,82b09265-a0d7-4b3d-a8ee-7afc302e0242,3,89.3626323860378,268.0878971581134,Credit Card,Delivered
112,adcafe1d-dd8d-433f-98b3-3c4daf41cc1a,2022-12-30 17:07:36,0c75c3bd-8745-40dc-8686-11fd58ce1a6f,4,69.37233160365071,277.48932641460283,Credit Card,Pending
113,90ab4fde-068f-44c6-a755-91011a419ed8,2023-01-19 18:08:21,504a3d2e-f8c5-45dc-bbe1-0fecaed4fc9e,5,72.12053028180237,360.60265140901186,PayPal,Delivered
114,d77055e1-90e7-453a-9979-62dc1943ed6a,2022-08-30 11:16:22,5a4e85dd-0ee2-40fe-b374-1538ef86df8f,3,60.555406771914804,181.6662203157444,Cash,Shipped
115,6b25adca-986f-42b1-b9a0-2cdef9851661,2022-08-31 23:35:43,b63b1ba5-e0cf-4605-87c8-744f968edb75,2,35.0933241575743,70.1866483151486,PayPal,Delivered
116,f63067cc-49cc-4e1a-9f4b-f55f490ccfbb,2023-02-07 09:07:46,37523665-b8a5-49b8-909a-2612ba953e48,1,41.2860376752118,41.2860376752118,Cash,Shipped
117,e3f8f468-cf2f-41da-b53b-96bfddbde7d3,2022-09-24 12:22:07,ac007ffc-8b17-4b5f-bee1-0975d991aed8,3,49.47532404740044,148.42597214220132,Cash,Shipped
118,5e7c1ee3-7a4b-4752-b0d0-a11083b0fbb0,2023-01-21 01:47:25,1d226c3f-3f90-420d-b027-b1188253d1cf,5,33.273582561600364,166.36791280800182,Cash,Pending
119,a7b0afd7-5c2c-43c4-ab33-85772cda7c90,2022-09-07 11:24:00,ef73077a-4a7d-4dd2-ba7f-158411a7c449,4,47.96368439248368,191.8547375699347,PayPal,Pending
120,db057c0a-5cfb-4555-b99a-6b754d087b24,2023-05-09 14:40:03,65d75758-e452-43b5-b71d-c811cc7d36ce,1,36.471712684564366,36.471712684564366,PayPal,Shipped
121,c151416b-3c6b-4ac8-8c1b-380fa6286ca6,2023-04-19 02:21:25,11b9b830-33d2-470f-8ca8-adfeddb99cbc,3,40.824514030815195,122.47354209244558,Cash,Delivered
122,c151416b-3c6b-4ac8-8c1b-380fa6286ca6,2022-08-01 04:14:49,cf00f81b-1638-48c0-bc82-d6665a29914a,1,22.05664718675473,22.05664718675473,PayPal,Shipped
123,e09e7565-0252-4288-b254-a0bd9b3b1d7c,2022-10-12 22:01:37,933511bd-e9eb-43b2-9f07-9b441bf189d2,4,10.990982937659057,43.96393175063623,Cash,Delivered
124,f7943930-950e-414c-85b1-b747130cfecb,2022-08-04 19:29:12,9612ff06-0b8c-434c-8d0d-d1afbae53a28,4,21.02682677981808,84.10730711927232,Credit Card,Shipped
125,f641ccc2-0844-451f-8cae-3b38f17abce0,2022-10-08 22:21:45,5035d5e1-a6e7-4efb-8bfe-c1178866dc16,1,57.391900457030296,57.391900457030296,Cash,Delivered
